Name,Size,Type,Align.,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav..Throws,Skills,WRI,Senses,Languages,CR,Additional,Font,Additional.Info,Author,realm,has_fly_speed,has_swim_speed
Elemental Myrmidon;Earth,Medium,Elemental,N,18,127,30,18,10,17,8,10,10,None,None,Nonmagicalres;poisonimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;proneimmu,Darkvision 60,Terran;Any,7,Magic Weapons,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Elemental Plane,0,0
Elemental Myrmidon;Fire,Medium,Elemental,N,18,123,40,13,18,15,9,10,10,None,None,Nonmagicalres;fireimmu;poisonimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;proneimmu,Darkvision 60,Ignan;Any,7,Illumination;Magic Weapons;Water Susceptibility,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Elemental Plane,0,0
Elemental Myrmidon;Water,Medium,Elemental,N,18,127,40;swim 40,18,14,15,8,10,10,None,None,Acidres;nonmagicalres;poisonimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;proneimmu,Darkvision 60,Aquan;Any,7,Magic Weapons,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Elemental Plane,0,1
Elemental;Air,Large,Elemental,N,15,90,fly 90,14,20,14,6,10,6,None,None,Lightningres;thunderres;nonmagicalres;poisonimmu;exhaustionimmu;grappledimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;proneimmu;restrainedimmu;unconsciousimmu,Darkvision 60,Auran,5,Air Form,Monster Manual,NA,Wizards of the Coast,Elemental Plane,1,0
Elemental;Earth,Large,Elemental,N,17,126,30;burrow 30,20,8,20,5,10,5,None,None,Thunderweak;nonmagicalres;poisonimmu;exhaustionimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;unconsciousimmu,Darkvision 60;tremorsense 60,Terran,5,Earth Glide;Siege Monster,Monster Manual,NA,Wizards of the Coast,Elemental Plane,0,0
Elemental;Fire,large,Elemental,N,13,102,50,10,17,16,6,10,7,None,None,Nonmagicalres;fireimmu;poisonimmu;exhaustionimmu;grappledimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;proneimmu;restrainedimmu;unconsciousimmu,Darkvision 60,Ignan,5,Fire Form;Illumination;Water Susceptibility,Monster Manual,NA,Wizards of the Coast,Elemental Plane,0,0
Elemental;Water,Large,Elemental,N,14,114,30;swim 90,18,14,18,5,10,8,None,None,Acidres;nonmagicalres;poisonimmu;exhaustionimmu;grappledimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;proneimmu;restrainedimmu;unconsciousimmu,Darkvision 60,Aquan,5,Water Form;Freeze,Monster Manual,NA,Wizards of the Coast,Elemental Plane,0,1
Empyrean,Huge,Celestial,CG OR NE,22,313,50;fly 50;swim 50,30,21,30,21,22,27,STR;INT;WIS;CHA,Insight;Persuasion,Nonmagicalimmu,Truesight 120,All,23,Innate Spellcasting;Legendary Resistance;Magic Resistance;Magic Weapons,Monster Manual,NA,Wizards of the Coast,Astral Plane,1,1
Eternal Flame Guardian,Medium,Humanoid (Human),CE,17,45,30,15,13,14,8,11,13,None,Intimidation;Perception,Fireres,Normal,Common,2,Flaming Weapon,Princes of the Apocalypse,NA,Wizards of the Coast,Other,0,0
Eternal Flame Priest,Medium,Humanoid (Human),NE,12,52,30,12,15,14,10,11,16,None,Deception;Intimidation;Religion,Fireres,Normal,Common;Ignan,3,Normal Spellcasting,Princes of the Apocalypse,NA,Wizards of the Coast,Other,0,0
Eternal Flame;Flamewrath,Medium,Humanoid (Human),CE,12,105,30,10,14,16,11,10,16,None,Arcana;Religion,Fireimmu,Normal,Common;Ignan,6,Normal Spellcasting;Wreathed in Flame,Princes of the Apocalypse,NA,Wizards of the Coast,Other,0,0
Eternal Flame;Razerblast,Medium,Humanoid (Human),CE,17,112,30,16,11,16,9,10,13,None,Intimidation;Perception,Fireimmu,Normal,Common;Ignan,5,Searing Armor;Shrapnel Explosion,Princes of the Apocalypse,NA,Wizards of the Coast,Other,0,0
Ettercap,Medium,Monstrosity,NE,13,44,30;climb 30,14,15,13,7,12,8,None,Perception;Stealth;Survival,None,Darkvision 60,None,2,Spider Climb;Web Sense;Web Walker,Monster Manual,NA,Wizards of the Coast,Other,0,0
Ettin,large,Giant,CE,12,85,40',21,8,17,6,10,8,None,Perception,None,Darkvision 60,Giant;Orc,4,Two Heads;Wakeful,Monster Manual,NA,Wizards of the Coast,Other,0,0
Faerie Dragon,Tiny,Dragon,CG,15,14,10;fly 60,3,20,13,14,12,16,None,Arcana;Perception;Stealth,None,Darkvision 60,Draconic;Sylvan,1,Superior Invisibility;Limited Telepathy;Magic Resistance;Innate Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,1,0
Firenewt Warlock of Imix,Medium,Humanoid (Firenewt),NE,10,33,30,13,11,12,9,11,14,None,None,Fireimmu,Darkvision 120,Draconic;Ignan,1,Amphibious;Innate Spellcasting;Normal Spellcasting;Imix's Blessing,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Firenewt Warrior,Medium,Humanoid (Firenewt),NE,16,22,30,10,13,12,7,11,8,None,None,Fireimmu,Normal,Draconic;Ignan,0.5,Amphibious,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Flail Snail,Large,Elemental,U,16,52,10,17,5,20,3,10,5,None,None,Fireimmu;poisonimmu;poisonedimmu,Darkvision 60;tremorsense 60,None,3,Antimagic Shell;Flail Tentacles,Volo's Guide to Monsters,NA,Wizards of the Coast,Elemental Plane,0,0
Flameskull,Tiny,Undead,NE,13,40,fly 40,1,17,14,16,10,11,None,Arcana;Perception,Lightningres;necroticres;piercingres;coldimmu;fireimmu;poisonimmu;charmedimmu;frightenedimmu;paralyzedimmu;poisonedimmu,Darkvision 60,Common,4,Illumination;Magic Resistance;Rejuvenation;Normal Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,1,0
Flumph,Small,Aberration,LG,12,7,5;fly 30,6,15,10,14,14,11,None,Arcana;History;Religion,Psychicweak,Darkvision 60,Undercommon;telepathy 60,0.13,Advanced Telepathy;Prone Deficiency;Telepathic Shroud,Monster Manual,NA,Wizards of the Coast,Other,1,0
Flying Monkey,Small,Beast,U,12,3,20;climb 20;fly 30,8,14,11,5,12,6,None,None,None,Normal,None,0,Pack Tactics,Tomb of Annihilation,NA,Wizards of the Coast,Other,1,0
Fomorian,Huge,Giant,CE,14,149,30,23,10,20,9,14,6,None,Perception;Stealth,None,Darkvision 120,Giant;Undercommon,8,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Froghemoth,Huge,Monstrosity,U,14,184,30;swim 30,23,13,20,2,12,5,CON;WIS,Perception;Stealth,Fireres;lightningres,Darkvision 60,None,10,Amphibious;Shock SUsceptibility,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,1
Fungus;Gas Spore,Large,Plant,U,5,1,fly 10,5,1,3,1,1,1,None,None,Poisonimmu;blindedimmu;deafenedimmu;frightenedimmu;paralyzedimmu;poisonedimmu;proneimmu,Blindsight 30,None,0.5,Death Burst;Eerie Resemblance,Monster Manual,NA,Wizards of the Coast,Other,1,0
Fungus;Shrieker,Medium,Plant,U,5,13,None,1,1,10,1,10,3,None,None,Blindedimmu;deafenedimmu;frightenedimmu,Blindsight 30,None,0,False Appearance,Monster Manual,NA,Wizards of the Coast,Other,0,0
Fungus;Violet,Medium,Plant,U,5,18,5,3,1,10,1,3,1,None,None,Blindedimmu;deafenedimmu;frightenedimmu,Blindsight 30,None,0.25,False Appearance,Monster Manual,NA,Wizards of the Coast,Other,0,0
Galeb Duhr,Medium,Elemental,N,16,85,15;rolling,20,14,20,11,12,11,None,None,Nonmagicalres;poisonimmu;exhaustionimmu;paralyzedimmu;poisonedimmu;petrifiedimmu,Darkvision 60;tremorsense 60,Terran,6,False Appearance;Rolling Charge,Monster Manual,NA,Wizards of the Coast,Elemental Plane,0,0
Gargoyle,Medium,Elemental,CE,15,52,30;fly 60,15,11,16,6,11,7,None,None,Nonadamantineres;poisonimmu;exhaustionimmu;petrifiedimmu;poisonedimmu,Darkvision 60,Terran,2,False Appearance,Monster Manual,NA,Wizards of the Coast,Elemental Plane,1,0
Gargoyle;Giant Four-Armed,Large,Elemental,CE,17,147,30;fly 60,19,11,20,6,11,9,WIS,Perception,Nonmagicalres;nonadamantineres;poisonimmu;exhaustionimmu;petrifiedimmu;poisonedimmu,Darkvision 60,Terran,10,False Appearance,Tomb of Annihilation,NA,Wizards of the Coast,Elemental Plane,1,0
Genie;Dao,Large,Elemental,NE,18,187,30;burrow 30;fly 30,23,12,24,12,13,14,INT;WIS;CHA,None,Petrifiedimmu,Darkvision 120,Terran,11,Earth Glide;Elemental Demise;Innate Spellcasting;Sure-Footed,Monster Manual,NA,Wizards of the Coast,Elemental Plane,1,0
Genie;Djinni,Large,Elemental,CG,17,161,30;fly 90,21,15,22,15,16,20,DEX;WIS;CHA,None,Lightningimmu;thunderimmu,Darkvision 120,Auran,11,Elemental Demise;Innate Spellcasting,Monster Manual,NA,Wizards of the Coast,Elemental Plane,1,0
Genie;Efreeti,Large,Elemental,LE,17,200,40;fly 60,22,12,24,16,15,16,INT;WIS;CHA,None,Fireimmu,Darkvision 120,Ignan,11,Elemental Demise;Innate Spellcasting,Monster Manual,NA,Wizards of the Coast,Elemental Plane,1,0
Genie;Marid,Large,Elemental,CN,17,229,30;fly 60;swim 90,22,12,26,18,17,18,DEX;WIS;CHA,None,Acidimmu;coldimmu;lightningimmu,Blindsight 30;darkvision 120,Aquan,11,Amphibious;Elemental Demise;Innate Spellcasting,Monster Manual,NA,Wizards of the Coast,Elemental Plane,1,1
Geonid,Small,Elemental,N,17,26,30,12,10,16,9,14,11,None,Perception;Stealth,None,Darkvision 60;tremorsense 30,Terran,0.25,Boulder Guise,The Tortle Package,NA,Wizards of the Coast,Elemental Plane,0,0
Ghost,Medium,Undead,ANY,11,45,fly 40,7,13,10,10,12,17,None,None,Acidres;fireres;lightningres;thunderres;nonmagicalres;coldimmu;necroticimmu;poisonimmu;charmedimmu;exhaustionimmu;frightenedimmu;grappledimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;proneimmu;restrainedimmu,Darkvision 60,Any,4,Ethereal Sight;Incorporeal Movement,Monster Manual,NA,Wizards of the Coast,Other,1,0
Ghoul,Medium,Undead,CE,12,22,30,13,15,10,7,10,6,None,None,Poisonimmu;charmedimmu;exhaustionimmu;poisonedimmu,Darkvision 60,Common,1,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Ghoul;Ghast,Medium,Undead,CE,13,36,30,16,17,10,11,10,8,None,None,Necroticres;poisonimmu;charmedimmu;exhaustionimmu;poisonedimmu,Darkvision 60,Common,2,Stench;Turning Defiance,Monster Manual,NA,Wizards of the Coast,Other,0,0
Giant Crayfish,Large,Beast,U,15,45,30;swim 30,15,13,13,1,9,3,None,Stealth,None,Blindsight 30,None,2,Amphibious,Tales from the Yawning Portal,NA,Wizards of the Coast,Other,0,1
Giant Fly,Large,Beast,U,11,19,30;fly 60,14,13,13,2,10,3,None,None,None,Darkvision 60,None,0,None,Dungeon Master's Guide,NA,Wizards of the Coast,Other,1,0
Giant Ice Toad,Large,Monstrosity,N,14,52,30,16,13,14,8,10,6,None,None,Coldimmu,Darkvision 60,Own,3,Amphibious;Cold Aura;Standing Leap,Tales from the Yawning Portal,NA,Wizards of the Coast,Other,0,0
Giant Lightning Eel,Large,Beast,U,13,42,5;swim 30,11,17,16,2,12,3,None,None,Lightningres,Blindsight 60,None,3,Water Breathing,Tales from the Yawning Portal,NA,Wizards of the Coast,Other,0,1
Giant Snapping Turtle,Large,Beast,U,17,75,30;swim 40,19,10,14,2,12,5,None,None,None,Darkvision 60,None,3,Amphibious;Stable,Tomb of Annihilation,NA,Wizards of the Coast,Other,0,1
Giant Strider,Large,Monstrosity,NE,14,22,50,18,13,14,4,12,6,None,None,Fireimmu,Normal,None,1,Fire Absorption,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Giant Subterranean Lizard,Huge,Beast,U,14,66,30;swim 50,21,9,17,2,10,7,None,Stealth,None,Normal,None,4,None,Tales from the Yawning Portal,NA,Wizards of the Coast,Other,0,1
Giant;Cloud,Huge,Giant,NG/NE,14,200,40,27,10,22,12,16,16,CON;WIS;CHA,Insight;Perception,None,Normal,Common;Giant,9,Keen Smell;Innate Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,0
Giant;Cloud;Smiling One,Huge,Giant (Giant;Cloud),CN,15,262,40,26,12,22,15,16,17,CON;INT;CHA,Deception;Insight;Perception;Sleight of Hand,None,Normal,Common;Giant,11,INnate Spellcasting;Normal Spellcasting;Keen Smell,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Giant;Fire,Huge,Giant,LE,18,162,30,25,9,23,10,14,13,DEX;CON;CHA,Athletics;Perception,Fireimmu,Normal,Giant,9,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Giant;Fire;Dreadnought,Huge,Giant (Giant;Fire),LE,21,187,30,27,9,23,8,10,11,DEX;CON;CHA,Athletics;Perception,Fireimmu,Normal,Giant,14,Dual Shields,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Giant;Frost,Huge,Giant,NE,15,138,40,23,9,21,9,10,12,CON;WIS;CHA,Athletics;Perception,Coldimmu,Normal,Giant,8,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Giant;Frost;Everlasting One,Huge,Giant (Giant;Frost),CE,15,189,40,25,9,24,9,10,12,STR;CON;WIS,Athletics;Perception,COldimmu,Darkvision 60,Giant,12,Extra Heads;Regeneration;Vaprak's Rage,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Giant;Hill,Huge,Giant,CE,13,105,40,21,8,19,5,9,6,None,Perception,None,Normal,Giant,5,None,Monster Manual,NA,Wizards of the Coast,Other,0,0
Giant;Hill;Mouth of Grolantor,Huge,Giant (Giant;Hill),CE,14,105,50,21,10,18,5,7,5,None,Perception,Frightenedimmu,Normal,Giant,6,Mouth of Madness,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Giant;Stone,Huge,Giant,N,17,126,40,23,15,20,10,12,9,DEX;CON;WIS,Athletics;Perception,None,Darkvision 60,Giant,7,Stone Camouflage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Giant;Stone;Dreamwalker,Huge,Giant (Giant;Stone),CN,18,161,40,23,14,21,10,8,12,DEX;CON;WIS,Athletics;Perception,Charmedimmu;frightenedimmu,Darkvision 60,Common;Giant,10,Dreamwalker's Charm,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Giant;Storm,Huge,Giant,CG,16,230,50;swim 50,29,14,20,16,18,18,STR;CON;WIS;CHA,Arcana;Athletics;History;Perception,Coldres;lightningimmu;thunderimmu,Normal,Common;Giant,13,Amphibious;Innate Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,1
Giant;Storm;Quintessent,Huge,Giant (Giant;Storm),CG,12,230,50;fly 50;swim 50,29,14,20,17,20,19,STR;CON;WIS;CHA,Arcana;History;Perception,Coldres;nonmagicalres;lightningimmu;thunderimmu,Truesight 60,Common;Giant,16,Amphibious;Legendary,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,1,1
Gibbering Mouther,Medium,Aberration,N,9,67,10;swim 10,10,8,16,3,10,6,None,None,Proneimmu,Darkvision 60,None,2,Aberrant Ground;Gibbering,Monster Manual,NA,Wizards of the Coast,Other,0,1
Giff,Medium,Humanoid,LN,16,60,30,18,14,17,11,12,12,None,None,None,Normal,Common,3,Headfirst Charge;Firearms Knowledge,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Girallon,Large,Monstrosity,U,13,59,40;climb 40,18,16,16,5,12,7,None,Perception;Stealth,None,Darkvision 60,None,4,Aggressive;Keen Smell,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Githyanki Gish,Medium,Humanoid (Gith),LE,17,123,30,17,15,14,16,15,16,CON;INT;WIS,Insight;Perception;Stealth,None,Normal,Own,10,Innate Spellcasting (Psionics);Normal Spellcasting;War Magic,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Githyanki Kith'Rak,Medium,Humanoid (Gith),LE,18,180,30,18,16,17,16,15,17,CON;INT;WIS,Intimidation;Perception,None,Normal,Own,12,Innate Spellcasting (Psionics);Rally the Troops,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Githyanki Knight,Medium,Humanoid,LE,18,91,30,16,14,15,14,14,15,CON;INT;WIS,None,None,Normal,Own,8,Innate Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,0
Githyanki Supreme Commander,Medium,Humanoid (Gith),LE,18,187,30,19,17,18,16,16,18,CON;INT;WIS,Insight;Intimidation;Perception,None,Normal,Own,14,Innate Spellcasting (Psionics);Legendary,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Githyanki Warrior,Medium,Humanoid,LE,17,49,30,15,14,12,13,13,10,CON;INT;WIS,None,None,Normal,Own,3,Innate Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,0
Githzerai Anarch,Medium,Humanoid (Gith),LN,20,144,30,16,21,18,18,20,14,STR;DEX;INT;WIS,Arcana;Insight;Perception,None,Normal,Own,16,Innate Spellcasting (Psionics);Psychic Defense;Lair;Legendary,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Githzerai Enlightened,Medium,Humanoid (Gith),LN,18,112,30,14,19,16,17,19,13,STR;DEX;INT;WIS,Arcana;Insight;Perception,None,Normal,Own,10,Innate Spellcasting (Psionics);Psychic Defense,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Githzerai Monk,Medium,Humanoid,LN,14,38,30,12,15,12,13,14,10,STR;DEX;INT;WIS,Insight;Perception,None,Normal,Own,2,Innate Spellcasting (Psionics);Psychic Defense,Monster Manual,NA,Wizards of the Coast,Other,0,0
Githzerai Zerth,Medium,Humanoid,LN,17,84,30,13,18,15,16,17,12,STR;DEX;INT;WIS,Arcana;Insight;Perception,None,Normal,Own,6,Innate Spellcasting;Psychic Defense,Monster Manual,NA,Wizards of the Coast,Other,0,0
Gnoll,Medium,Humanoid,CE,15,22,30,14,12,11,6,10,7,None,None,None,Darkvision 60,Gnoll,0.5,Rampage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Gnoll Fang of Yeenoghu,Medium,Humanoid,CE,14,65,30,17,15,15,10,11,13,CON;WIS;CHA,None,None,Darkvision 60,Abyssal;Gnoll,4,Rampage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Gnoll Flesh Gnawer,Medium,Humanoid (Gnoll),CE,14,22,30,12,14,12,8,10,8,DEX,None,None,Darkvision 60,Gnoll,1,Rampage,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Gnoll Hunter,Medium,Humanoid (Gnoll),CE,13,22,30,14,14,12,8,12,8,None,Perception;Stealth,None,Darkvision 60,GNoll,0.5,Rampage,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Gnoll Pack Lord,Medium,Humanoid,CE,15,49,30,16,14,13,8,11,9,None,None,None,Darkvision 60,Gnoll,2,Rampage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Gnoll Witherling,Medium,Undead,CE,12,11,30,14,8,12,5,5,5,None,None,Poisonimmu;exhaustionimmu;poisonedimmu,Darkvision 60,Gnoll,0.25,Rampage,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Gnoll;Flind,Medium,Humanoid (Gnoll),CE,16,127,30,20,10,19,11,13,12,CON;WIS,Intimation;Perception,None,Darkvision 60,Gnoll;Abyssal,9,Aura of Blood Thirst,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Gnome;Deep (Svirfneblin),Small,Humanoid,NG,15,16,20,15,14,14,12,10,9,None,Investigation;Perception;Stealth,None,Darkvision 120,Gnomish;Terran;Undercommon,0.5,Stone Camouflage;Gnome Cunning;Innate Spellcasting,Monster Manual,NA,Wizards of the Coast,Other,0,0
Goblin,small,Humanoid,NE,15,7,30,8,14,10,10,8,8,None,Stealth,None,Darkvision 60,Common;Goblin,0.25,Nimble Escape,Monster Manual,NA,Wizards of the Coast,Other,0,0
Goblin Boss,small,Humanoid,NE,17,21,30,10,14,10,10,8,10,None,Stealth,None,Darkvision 60,Common;Goblin,1,Nimble Escape,Monster Manual,NA,Wizards of the Coast,Other,0,0
Golem;Clay,Large,Construct,U,14,133,20,20,9,18,3,8,1,None,None,Acidimmu;poisonimmu;psychicimmu;nonadamantineimmu;charmedimmu;exhaustionimmu;frightenedimmu;paralyzedimmu;petrifiedimmu;poisonedimmu,Darkvision 60,Creator,9,Acid Absorption;Berserk;Immutable Form;Magic Resistance;Magic Weapons,Monster Manual,NA,Wizards of the Coast,Other,0,0
Golem;Flesh,Medium,Construct,N,9,93,30,19,9,18,6,10,5,None,None,Lightningimmu;poisonimmu;nonadamantineimmu;charmedimmu;exhaustionimmu;frightenedimmu;paralyzedimmu;petrifiedimmu;poisonedimmu,Darkvision 60,Creator,5,Berserk;Aversion of Fire;Immutable Form;Lightning Absorption;Magic Resistance;Magic Weapons,Monster Manual,NA,Wizards of the Coast,Other,0,0
Golem;Iron,Large,Construct,U,20,210,30,24,9,20,3,11,1,None,None,Fireimmu;poisonimmu;psychicimmu;nonadamantineimmu;charmedimmu;exhaustionimmu;frightenedimmu;paralyzedimmu;petrifiedimmu;poisonedimmu,Darkvision 120,Creator,16,Fire Absorption;Immutable Form;Magic Resistance;Magic Weapons,Monster Manual,NA,Wizards of the Coast,Other,0,0
Golem;Stone,Large,Construct,U,17,178,30,22,9,20,3,11,1,None,None,Poisonimmu;pyschicimmu;nonadamantineimmu;charmedimmu;exhaustionimmu;frightenedimmu;paralyzedimmu;petrifiedimmu; poisonedimmu,Darkvision 120,Creator,10,Immutable Form;Magic Resistance;Magic Weapons,Monster Manual,NA,Wizards of the Coast,Other,0,0
Gorgon,Large,Monstrosity,U,19,114,40,20,11,18,2,12,7,None,Perception,Petrifiedimmu,Darkvision 60,None,5,Trampling Charge,Monster Manual,NA,Wizards of the Coast,Other,0,0
Gray Render,Large,Monstrosity,CN,19,189,30,19,13,20,3,6,8,STR;CON,Perception,None,Darkvision 60,None,12,None,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Grell,Medium,Aberration,NE,12,55,10;fly 30,15,14,13,12,11,9,None,Perception;Stealth,Lightningimmu;blindedimmu;proneimmu,Blindsight 60,Own,3,None,Monster Manual,NA,Wizards of the Coast,Other,1,0
Grick,Medium,Monstrosity,N,14,27,30;climb 30,14,14,11,3,14,5,None,None,Nonmagicalres,Darkvision 60,None,2,Stone Camouflage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Grick Alpha,Medium,Monstrosity,N,18,75,30;climb 30,18,16,15,4,14,9,None,None,Nonmagicalres,Darkvision 60,None,7,Stone Camouflage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Griffon,Large,Monstrosity,U,12,59,30;fly 80,18,15,16,2,13,8,None,Perception,None,Darkvision 60,None,2,Keen Sight,Monster Manual,NA,Wizards of the Coast,Other,1,0
Grimlock,Medium,Humanoid,NE,11,11,30,16,12,12,9,8,6,None,Athletics;Perception;Stealth,Blindedimmu,Blindsight 30,Undercommon,0.25,Blind Senses;Keen Hearing;Keen Smell;Stone Camouflage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Grung,Small,Humanoid (Grung),LE,12,11,25;climb 25,7,14,15,10,11,10,DEX,Athletics;Perception;Stealth;Survival,Poisonimmu;poisonedimmu,Normal,Own,0.25,Amphibious;Poisonous Skin;Standing Leap,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Grung Elite Warrior,Small,Humanoid (Grung),LE,13,49,25;climb 25,7,16,15,10,11,12,DEX,Athletics;Perception;Stealth;Survival,Poisonimmu;poisonedimmu,Normal,Own,2,Amphibious;Poisonous Skin;Standing Leap,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Grung Wildling,Small,Humanoid (Grung),LE,13,27,25;climb 25,7,16,15,10,15,11,DEX,Athletics;Perception;Stealth;Survival,Poisonimmu;poisonedimmu,Normal,Own,1,Amphibious;Poisonous SKin;Normal Spellcasting;Standing Leap,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Guard Drake,Medium,Dragon,U,14,52,30,16,11,16,4,10,7,None,Perception,None,Darkvision 60,Draconic;Ignan,2,None,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Guardian Portrait,Medium,Construct,U,5,22,None,1,1,10,14,10,10,None,None,Poisonimmu;charmedimmu;exhaustionimmu;frightenedimmu;grappledimmu;paralyzedimmu;petrifiedimmu;poisonimmu;proneimmu;restrainedimmu,Darkvision 60,Common;Any,1,False;Innate Spellcasting,Curse of Strahd,NA,Wizards of the Coast,Other,0,0
Hag;Annis,Large,Fey,CE,17,75,40,21,12,14,13,14,15,CON,Deception;Perception,Coldres;nonmagicalres,Darkvision 60,COmmon;Giant;Sylvan,6,Innate Spellcasting,Volo's Guide to Monsters,NA,Wizards of the Coast,Feywild,0,0
Hag;Bheur,Medium,Fey,CE,17,91,30,13,16,14,12,13,16,WIS,Nature;Perception;Stealth;Survival,Coldimmu,Darkvision 60,Auran;Common;Giant,7,Graystaff Magic;Ice Walk;Innate Spellcasting,Volo's Guide to Monsters,NA,Wizards of the Coast,Feywild,0,0
